epoch,train_loss,test_loss,train_accuracy,test_accuracy,train_top5,test_top5
45,0.15496046183740392,0.08751281681987974,0.9479661330012572,0.9695655282537715,0.9986772565586028,0.9996663409518816
46,0.1524503454566002,0.08256907595528497,0.9487883789242878,0.9721394694821135,0.9988262141533548,0.9997616721084869
47,0.14984258483437932,0.08160935176743402,0.9494140008222459,0.9716151481207845,0.9987904643306144,0.9998093376867895
48,0.14804618630339117,0.08034010562631819,0.9495331668980475,0.972330131795324,0.9988440890647251,0.9996663409518816
49,0.14448770749218323,0.07779535485638513,0.9509989096304065,0.9734264400962844,0.9989275053177862,0.9997616721084869
50,0.1443470729624524,0.07825027820136812,0.9514517407184523,0.9729974498915608,0.9989572968367365,0.9998093376867895
51,0.14373991419287288,0.07896741645203696,0.9516245315283645,0.9717104792773898,0.9987964226344045,0.9997855048976382
52,0.1415566201595699,0.07855505744616191,0.9517079477814255,0.9721871350604161,0.9989572968367365,0.9997616721084869
53,0.13966946303844452,0.07622849113411373,0.9525361520082463,0.9738077647227055,0.9989632551405266,0.9998331704759408
54,0.1394139984074761,0.07426087558269501,0.9529115251470212,0.9747134107104555,0.9990287964822174,0.9996901737410329
55,0.13710840090232737,0.07724473294284609,0.9521607788694715,0.9729259515241069,0.9990466713935877,0.9997378393193356
56,0.13592196080614538,0.07686013397243288,0.953131982387254,0.9723539645844753,0.9989751717481068,0.9998093376867895
57,0.13474324740031185,0.07521264255046844,0.9536503548169907,0.9738554303010081,0.9990168798746373,0.9998808360542434
58,0.13329345426138708,0.07260115279091729,0.9540555194747159,0.974904073023666,0.9991122127352785,0.9997855048976382
59,0.13099869691273747,0.0713943416873614,0.9547109328916245,0.9746657451321528,0.999070504608748,0.9997855048976382
60,0.13110974277643597,0.07210727698273128,0.9546394332461435,0.9744989156080937,0.9992075455959197,0.9997855048976382
61,0.12844283243312554,0.06991314060158199,0.9553663463085329,0.9756428894873567,0.9991717957731793,0.9998093376867895
62,0.1292365769691327,0.07150566577911377,0.9553067632706321,0.9751900664934817,0.9991598791655991,0.9998808360542434
63,0.12539287415497444,0.06857958891325527,0.957070421192495,0.9757858862222646,0.999070504608748,0.9998093376867895
64,0.125191939446856,0.07283097505569458,0.9567546310916208,0.973617102409495,0.9992194622034999,0.9998331704759408
65,0.12572644278407097,0.07110510683721966,0.9563137166111552,0.9744274172406396,0.9991956289883396,0.9997855048976382
66,0.12388075384147026,0.06835849872893757,0.9572670452175674,0.9754760599632976,0.9991539208618091,0.9998570032650921
67,0.12038017349208102,0.06797452312376764,0.9582263321277699,0.9756190566982054,0.9993147950641411,0.9999046688433948
68,0.12043452460099668,0.06921825061241786,0.9577854176473042,0.9740460926142186,0.9992969201527709,0.9996663409518816
69,0.12151700345908895,0.0675128727323479,0.9576126268373919,0.9757143878548107,0.9992373371148702,0.9998808360542434
70,0.11928252634756706,0.06889486602611011,0.9587923709878272,0.9752377320717843,0.9992969201527709,0.9997616721084869
71,0.11876376126618947,0.06664302738176452,0.9581905823050294,0.9755237255416002,0.9993922530134122,0.9998570032650921
72,0.11718085320556865,0.06462911102506849,0.9585599971400142,0.9762863747944422,0.9992850035451908,0.9998331704759408
73,0.11769870493341894,0.06546975506676568,0.9584229561528425,0.9770013584689816,0.9993326699755114,0.9999046688433948
74,0.11453613595050924,0.06625033459729618,0.9600257398723732,0.9755237255416002,0.999302878456561,0.9998570032650921
75,0.11524491954375715,0.06289936022626029,0.9592332854682929,0.9774541814628566,0.9993326699755114,0.9999761672108487
76,0.11407822567750425,0.06411127001047134,0.9600495730875335,0.9765962010534093,0.9993684197982519,0.9998808360542434
77,0.1131546920274987,0.06362810813718373,0.9603772797959876,0.9772396863604947,0.9993743781020419,0.9999285016325461
78,0.11249599452404414,0.06477841527925597,0.9603534465808273,0.9763817059510475,0.9993147950641411,0.9999046688433948
79,0.1109994191895513,0.06387896380490726,0.9610565264280565,0.9764770371076527,0.999302878456561,0.9999046688433948
80,0.10979073122143745,0.06351789583762486,0.96133656670619,0.9767391977883172,0.9994458777475228,0.9998093376867895
81,0.10937674891422777,0.06293423101305962,0.9615272324274725,0.9772158535713434,0.9994280028361526,0.9999523344216974
82,0.10944031135124319,0.0656386949121952,0.9612174006303885,0.9756428894873567,0.9994339611399427,0.9998331704759408
83,0.10828905727933436,0.06278282238377465,0.9618847306548771,0.9767630305774685,0.9993922530134122,0.9999046688433948
84,0.11075967068181318,0.06449536192748281,0.9604904875679992,0.9760003813246264,0.9993922530134122,0.9998570032650921
85,0.1060984879732132,0.06054272171523836,0.9622005207557512,0.9778355060892776,0.9994697109626831,0.9999523344216974
86,0.10704692562713343,0.06288037573297818,0.9624865193376749,0.9771205224147382,0.9993982113172022,0.9998093376867895
87,0.10571327695951742,0.062179676774475306,0.9625282274642055,0.9779546700350342,0.9994399194437328,0.9999046688433948
88,0.10549554469830849,0.06201125060518583,0.9625282274642055,0.9771443552038895,0.9995054607854236,0.9999046688433948
89,0.10504513496861738,0.0617880125840505,0.9633325984758659,0.9777163421435211,0.9994160862285725,0.9998808360542434
90,0.10422077095683883,0.05859451492627462,0.9631478910583735,0.978169165137396,0.9994816275702633,0.9999285016325461
91,0.10298735210124184,0.061941722614897624,0.9635888055388392,0.9769298601015277,0.9994518360513129,0.9999523344216974
92,0.10305449761012021,0.06092474816573991,0.963338556779656,0.9780500011916394,0.9994935441778434,0.9999523344216974
93,0.1030405176913037,0.059572151137722865,0.9632789737417552,0.9779785028241855,0.9994339611399427,0.9999523344216974
94,0.10079342411721454,0.05992067356904348,0.9640475949306752,0.9782883290831526,0.9994160862285725,0.9998570032650921
95,0.10232516619212487,0.061690029584699206,0.9636245553615796,0.9767630305774685,0.9994518360513129,0.9998570032650921
96,0.09950100827743025,0.05777476065688663,0.9646434253096828,0.9787888176553302,0.9995650438233243,0.9999523344216974
97,0.09946133240180857,0.05777632196744283,0.9647030083475836,0.978169165137396,0.9995173773930037,0.9998808360542434
98,0.09948293930467438,0.0589409437444475,0.9647923829044348,0.9776925093543697,0.9994637526588931,0.9999285016325461
99,0.09850818269393023,0.05659430432650778,0.9642680521709079,0.9795514669081723,0.9996246268612251,0.9999046688433948
100,0.09872140581993495,0.05977802061372333,0.9643335935125988,0.9772873519387973,0.999541210608164,0.9998808360542434
